id,name,type,Recognizability,movie_count
P-15091,Melanie Lynskey,Actor,8,1
P-37153,Zoë Kravitz,Actor,9,1
P-4888,Lily Rabe,Actor,8,1
P-33285,Brandy Norwood,Actor,8,1
P-8256,Anne Heche,Actor,8,1
P-33260,Freddie Prinze Jr.,Actor,9,1
P-33259,Jennifer Love Hewitt,Actor,9,1
P-28906,Richard Chamberlain,Actor,8,1
P-32798,Elisabeth Moss,Actor,9,1
P-29369,Melanie Griffith,Actor,9,1
P-32203,Stephen Moyer,Actor,8,1
P-31070,Ryan O'Neal,Actor,8,1
P-40279,Jenna Elfman,Actor,8,1
P-66896,Raven-Symoné,Actor,8,1
P-14405,Courteney Cox,Actor,10,1
P-29803,Madeline Kahn,Actor,8,1
P-3460,Gene Wilder,Actor,9,1
P-26042,Jerry Stiller,Actor,8,1
P-29222,Zac Efron,Actor,10,1
P-29221,Brittany Snow,Actor,8,1
P-34490,Sarah Paulson,Actor,9,1
P-3052,Rachel Griffiths,Actor,8,1
P-10431,Jennifer Jason Leigh,Actor,8,1
P-5129,Paul Reubens,Actor,8,1
P-35806,Shaquille O'Neal,Actor,10,1
P-55638,Kevin Hart,Actor,10,1
P-19149,Tori Spelling,Actor,8,1
P-28639,Carmen Electra,Actor,8,1
P-35705,Regina Hall,Actor,8,1
P-35690,Shawn Wayans,Actor,8,1
P-9562,Marlon Wayans,Actor,9,1
P-1213613,Jeri Ryan,Actor,8,1
P-55536,Melissa McCarthy,Actor,10,1
P-10437,Lily Tomlin,Actor,8,1
P-35597,Jenny McCarthy-Wahlberg,Actor,8,1
P-36422,Luke Wilson,Actor,8,1
P-62010,Portia de Rossi,Actor,8,1
P-4987,Omar Epps,Actor,8,1
P-6213,Jamie Kennedy,Actor,8,1
P-26457,Matthew Lillard,Actor,9,1
P-15234,David Arquette,Actor,9,1
P-12149,Richard Widmark,Actor,8,1
P-14061,Jacqueline Bisset,Actor,8,1
P-7301,Anthony Perkins,Actor,9,1
P-4111,Ingrid Bergman,Actor,10,1
P-78198,Tyler Hoechlin,Actor,8,1
P-34847,Emma Roberts,Actor,9,1
P-29220,Amanda Bynes,Actor,8,1
P-35551,Julie Benz,Actor,8,1
P-57854,Cheryl Hines,Actor,8,1
P-27740,Walton Goggins,Actor,8,1
P-25503,Mandy Patinkin,Actor,8,1
P-14528,Yul Brynner,Actor,9,1
P-107770,B.J. Novak,Actor,8,1
P-13784,Burt Lancaster,Actor,9,1
P-26996,Patricia Heaton,Actor,8,1
P-19144,Shannen Doherty,Actor,8,1
P-17303,Ali Larter,Actor,8,1
P-56365,Charlie Hunnam,Actor,8,1
P-23532,Jason Bateman,Actor,9,1
P-11367,Bradley Whitford,Actor,8,1
P-73968,Henry Cavill,Actor,10,1
P-80536,David Walliams,Actor,8,1
P-23459,Sienna Miller,Actor,8,1
P-23458,Charlie Cox,Actor,8,1
P-23229,Carice van Houten,Actor,8,1
P-61134,Tatiana Maslany,Actor,8,1
P-22970,Peter Dinklage,Actor,10,1
P-61110,Fred Armisen,Actor,8,1
P-38026,Chris Noth,Actor,9,1
P-13548,James Spader,Actor,9,1
P-14407,Matt LeBlanc,Actor,10,1
P-36190,Edie Falco,Actor,9,1
P-21874,Alan Young,Actor,8,1
P-679,Franka Potente,Actor,8,1
P-3872,Daniel Brühl,Actor,8,1
P-41420,Lisa Edelstein,Actor,8,1
P-9599,Cloris Leachman,Actor,8,1
P-22108,Skeet Ulrich,Actor,8,1
P-28412,Rebecca De Mornay,Actor,8,1
P-4090,Shirley MacLaine,Actor,9,1
P-27888,Raúl Juliá,Actor,8,1
P-35516,Howard Hesseman,Actor,8,1
P-53863,Simon Helberg,Actor,9,1
P-27105,Ed Helms,Actor,9,1
P-21007,Jonah Hill,Actor,9,1
P-13474,Richard O'Brien,Actor,8,1
P-27747,Chuck Connors,Actor,8,1
P-7685,Raymond Burr,Actor,9,1
P-27725,Jane Kaczmarek,Actor,8,1
P-27726,Don Knotts,Actor,9,1
P-23959,Debra Messing,Actor,9,1
P-20959,Louis Gossett Jr.,Actor,8,1
P-26513,Debra Winger,Actor,8,1
P-67773,Steve Martin,Actor,10,1
P-26472,Steve Guttenberg,Actor,8,1
P-26469,Holly Marie Combs,Actor,8,1
P-26467,Kyra Sedgwick,Actor,8,1
P-77070,Gwen Stefani,Actor,9,1
P-21278,Alan Alda,Actor,9,1
P-91351,Sarah Hyland,Actor,8,1
P-1217327,Phil McGraw,Actor,8,1
P-67600,Ashley Tisdale,Actor,9,1
P-58691,Heather Locklear,Actor,8,1
P-41901,Roselyn Sánchez,Actor,8,1
P-41516,Maureen O'Sullivan,Actor,8,1
P-10767,Barbara Hershey,Actor,8,1
P-3359,Laurence Olivier,Actor,10,1
P-59254,Pablo Schreiber,Actor,8,1
P-6844,Dom DeLuise,Actor,8,1
P-64342,Craig Robinson,Actor,8,1
P-83586,Ken Jeong,Actor,9,1
P-41091,Kristen Wiig,Actor,9,1
P-41088,Jason Segel,Actor,9,1
P-41087,Leslie Mann,Actor,8,1
P-25541,Katherine Heigl,Actor,9,1
P-4886,Norman Reedus,Actor,9,1
P-23931,Mira Sorvino,Actor,8,1
P-932967,Mahershala Ali,Actor,10,1
P-40036,Taraji P. Henson,Actor,9,1
P-58168,Rachelle Lefevre,Actor,8,1
P-39995,Michael Cera,Actor,9,1
P-50463,Malin Åkerman,Actor,8,1
P-39658,Sally Hawkins,Actor,8,1
P-16897,Sidney Poitier,Actor,10,1
P-39390,Michael Kenneth Williams,Actor,9,1
P-39389,Titus Welliver,Actor,8,1
P-38940,Evan Rachel Wood,Actor,9,1
P-15886,Julia Louis-Dreyfus,Actor,10,1
P-17345,Rockmond Dunbar,Actor,8,1
P-1205,Richard Gere,Actor,10,1
P-10988,Geraldine Somerville,Actor,8,1
P-17273,Masi Oka,Actor,8,1
P-14069,Vic Tayback,Actor,8,1
P-13565,Steve McQueen,Actor,10,1
P-58225,Zach Galifianakis,Actor,10,1
P-46593,Emile Hirsch,Actor,9,1
P-31535,Melissa McBride,Actor,9,1
P-80219,James Roday Rodriguez,Actor,8,1
P-45863,Doris Roberts,Actor,9,1
P-54812,Chevy Chase,Actor,10,1
P-10775,William Daniels,Actor,8,1
P-42740,Christopher Atkins,Actor,8,1
P-15110,Brooke Shields,Actor,9,1
P-50807,Michael Richards,Actor,9,1
P-52119,Megan Mullally,Actor,9,1
P-16377,Jerry Seinfeld,Actor,10,1
P-65717,Jon Hamm,Actor,10,1
P-16896,James Garner,Actor,9,1
P-50877,Jill Hennessy,Actor,8,1
P-27811,Peter Weller,Actor,9,1
P-17305,Greg Grunberg,Actor,8,1
P-43775,Jane Lynch,Actor,9,1
P-20766,Richard E. Grant,Actor,8,1
P-1639,Emily Watson,Actor,9,1
P-41556,Omari Hardwick,Actor,8,1
P-122756,Dulé Hill,Actor,8,1
P-3075,Rory McCann,Actor,9,1
P-39187,Olivia Colman,Actor,9,1
P-112,Cate Blanchett,Actor,10,1
P-48,Sean Bean,Actor,9,1
P-65,Ian Holm,Actor,8,1
P-1328,Sean Astin,Actor,8,1
P-1327,Ian McKellen,Actor,10,1
P-113,Christopher Lee,Actor,9,1
P-1283,Helena Bonham Carter,Actor,10,1
P-1281,Freddie Highmore,Actor,8,1
P-1276,Patricia Clarkson,Actor,8,1
P-1271,Andy García,Actor,8,1
P-1269,Kevin Costner,Actor,10,1
P-1248,Brian Cox,Actor,8,1
P-1246,Emily Mortimer,Actor,8,1
P-1245,Scarlett Johansson,Actor,10,1
P-1244,Jonathan Rhys Meyers,Actor,8,1
P-16431,Sam Elliott,Actor,8,1
P-11207,David Thewlis,Actor,8,1
P-1241,John Turturro,Actor,8,1
P-1233,Philip Seymour Hoffman,Actor,9,1
P-1231,Julianne Moore,Actor,10,1
P-1230,John Goodman,Actor,10,1
P-1206,Jason Alexander,Actor,8,1
P-1204,Julia Roberts,Actor,10,1
P-1331,Hugo Weaving,Actor,8,1
P-1333,Andy Serkis,Actor,9,1
P-1372,Karl Urban,Actor,8,1
P-6352,Jane Fonda,Actor,10,1
P-77795,Katherine Waterston,Actor,8,1
P-57551,Mario Cantone,Actor,8,1
P-38025,Kristin Davis,Actor,9,1
P-37917,Kristen Stewart,Actor,10,1
P-19394,Idina Menzel,Actor,10,1
P-80860,Jonathan Bailey,Actor,8,1
P-37260,Abbie Cornish,Actor,8,1
P-39520,Garret Dillahunt,Actor,8,1
P-37470,Adrienne King,Actor,8,1
P-36811,Nick Cannon,Actor,9,1
P-74428,Tim McGraw,Actor,8,1
P-53280,Tyler Posey,Actor,8,1
P-17521,Kelly Reilly,Actor,8,1
P-36662,Carey Mulligan,Actor,8,1
P-10882,Rosamund Pike,Actor,9,1
P-71586,Alfie Allen,Actor,8,1
P-71580,Benedict Cumberbatch,Actor,10,1
P-36592,Saoirse Ronan,Actor,9,1
P-158208,Alex Trebek,Actor,9,1
P-36424,LL Cool J,Actor,9,1
P-24367,John Forsythe,Actor,8,1
P-61114,Kate Walsh,Actor,8,1
P-7062,Andrew Lincoln,Actor,9,1
P-7056,Emma Thompson,Actor,10,1
P-4566,Alan Rickman,Actor,10,1
P-87822,Damon Wayans Jr.,Actor,9,1
P-77120,Steve Austin,Actor,9,1
P-222121,Ben Schwartz,Actor,8,1
P-85065,Jack O'Connell,Actor,8,1
P-77069,Lenny Kravitz,Actor,10,1
P-109560,Gabourey Sidibe,Actor,8,1
P-31649,Brooke Smith,Actor,8,1
P-15854,Ted Levine,Actor,8,1
P-4173,Anthony Hopkins,Actor,10,1
P-3900,Linus Roache,Actor,8,1
P-3899,Ken Watanabe,Actor,9,1
P-3897,Katie Holmes,Actor,10,1
P-3896,Liam Neeson,Actor,10,1
P-3785,Jack Palance,Actor,8,1
P-3799,Billy Dee Williams,Actor,8,1
P-3497,Kyle Chandler,Actor,8,1
P-3491,Thomas Kretschmann,Actor,8,1
P-3492,Colin Hanks,Actor,8,1
P-3490,Adrien Brody,Actor,10,1
P-3489,Naomi Watts,Actor,10,1
P-10223,Jane Seymour,Actor,9,1
P-5050,Yaphet Kotto,Actor,8,1
P-10222,Roger Moore,Actor,10,1
P-3417,Tony Goldwyn,Actor,8,1
P-126502,Charisma Carpenter,Actor,8,1
P-147445,Derek Jeter,Actor,10,1
P-3416,Demi Moore,Actor,10,1
P-19961,Nina Dobrev,Actor,10,1
P-23119,Peter Krause,Actor,8,1
P-71041,'Weird Al' Yankovic,Actor,10,1
P-4514,Tuesday Weld,Actor,8,1
P-12689,Ralph Richardson,Actor,9,1
P-115788,Paul Levesque,Actor,9,1
P-1123329,Goldie,Actor,8,1
P-115654,Anna Nicole Smith,Actor,9,1
P-12951,O. J. Simpson,Actor,10,1
P-12949,Priscilla Presley,Actor,9,1
P-207606,Alessandra Ambrosio,Actor,9,1
P-109708,Bill Burr,Actor,9,1
P-85825,Leighton Meester,Actor,9,1
P-41217,Tom Bosley,Actor,9,1
P-78811,Quinton 'Rampage' Jackson,Actor,8,1
P-15453,Debra Jo Rupp,Actor,8,1
P-59860,Alice Eve,Actor,8,1
P-543505,Jake Johnson,Actor,9,1
P-475512,Ellie Kemper,Actor,9,1
P-53397,Christina Aguilera,Actor,10,1
P-77271,Pink,Actor,10,1
P-19185,Mario López,Actor,9,1
P-69230,Lars Ulrich,Actor,9,1
P-140114,Marie Avgeropoulos,Actor,8,1
P-2395,Whoopi Goldberg,Actor,10,1
P-1205278,James Norton,Actor,8,1
P-82104,Danai Gurira,Actor,9,1
P-27319,Christoph Waltz,Actor,10,1
P-55466,James Corden,Actor,10,1
P-208519,Nick Kroll,Actor,8,1
P-80591,Rashida Jones,Actor,9,1
P-54882,Morena Baccarin,Actor,8,1
P-298410,Keegan-Michael Key,Actor,9,1
P-87773,Aishwarya Rai Bachchan,Actor,10,1
P-47987,Geri Halliwell-Horner,Actor,9,1
P-25002,Lee Byung-hun,Actor,8,1
P-49624,Jensen Ackles,Actor,9,1
P-239574,Eugenio Derbez,Actor,8,1
P-77886,Plácido Domingo,Actor,8,1
P-10168,Diana Rigg,Actor,8,1
P-41798,George López,Actor,8,1
P-96066,Liam Hemsworth,Actor,8,1
P-212225,Kim Kardashian,Actor,10,1
P-90633,Gal Gadot,Actor,10,1
P-993774,Rachel Brosnahan,Actor,8,1
P-25129,Don Johnson,Actor,9,1
P-80602,Tyler Perry,Actor,9,1
P-17306,Zachary Quinto,Actor,9,1
P-1225953,Sterling K. Brown,Actor,8,1
P-62644,50 Cent,Actor,9,1
P-76594,Miley Cyrus,Actor,10,1
P-19119,Mélanie Laurent,Actor,9,1
P-121529,Léa Seydoux,Actor,9,1
P-86310,Connie Britton,Actor,8,1
P-82191,Sharlto Copley,Actor,9,1
P-108916,Rooney Mara,Actor,9,1
P-52849,Louis C.K.,Actor,9,1
P-120932,Claire Foy,Actor,9,1
P-118616,Robert Sheehan,Actor,8,1
P-210695,Jesse Williams,Actor,8,1
P-76126,T.I.,Actor,9,1
P-31136,Chris Brown,Actor,10,1
P-112561,Lily Collins,Actor,9,1
P-111875,Al Roker,Actor,8,1
P-86654,Austin Butler,Actor,10,1
P-86626,Aziz Ansari,Actor,9,1
P-119592,Aubrey Plaza,Actor,10,1
P-114293,Tom Wopat,Actor,8,1
P-125167,Mindy Kaling,Actor,9,1
P-55936,Jemaine Clement,Actor,8,1
P-124748,Chris Renaud,Actor,8,1
P-124747,Pierre Coffin,Actor,8,1
P-122851,Elsie Fisher,Actor,8,1
P-208099,Kunal Nayyar,Actor,9,1
P-33684,Bono,Actor,10,1
P-141525,Matt Lauer,Actor,8,1
P-212208,Taylor Swift,Actor,10,1
P-78887,Billy Ray Cyrus,Actor,9,1
P-117642,Jason Momoa,Actor,10,1
P-147056,Caitríona Balfe,Actor,8,1
P-66776,Liza Minnelli,Actor,10,1
P-6574,Clancy Brown,Actor,9,1
P-4029,Bob Gunton,Actor,8,1
P-3972,Wentworth Miller,Actor,9,1
P-3968,Michael Sheen,Actor,9,1
P-100,Scott Speedman,Actor,8,1
P-3967,Kate Beckinsale,Actor,10,1
P-3911,John Carroll Lynch,Actor,8,1
P-3905,William H. Macy,Actor,9,1
P-3910,Frances McDormand,Actor,10,1
P-122888,Ashley Williams,Actor,8,1
P-63312,Yvonne Strahovski,Actor,9,1
P-216294,Lewis Hamilton,Actor,10,1
P-942993,Darrell Waltrip,Actor,8,1
P-63764,Gustaf Skarsgård,Actor,8,1
P-235767,Colin O'Donoghue,Actor,8,1
P-129205,Tony Gonzalez,Actor,8,1
P-1390948,Kris Wu,Actor,8,1
P-57207,Tony Jaa,Actor,9,1
P-53975,Deepika Padukone,Actor,10,1
P-1246972,Ruby Rose,Actor,9,1
P-224181,Jai Courtney,Actor,8,1
P-1172108,Mckenna Grace,Actor,8,1
P-150899,AngelaBaby,Actor,8,1
P-82417,Russell Peters,Actor,8,1
P-6573,William Sadler,Actor,8,1
P-3999,Tom Hulce,Actor,8,1
P-53807,Armie Hammer,Actor,10,1
P-38024,Cynthia Nixon,Actor,9,1
P-156962,Eric Stonestreet,Actor,8,1
P-481337,Kaitlyn Dever,Actor,8,1
P-66431,Jodie Whittaker,Actor,9,1
