id,name,type,Recognizability,movie_count
P-60957,Reggie Jackson,Actor,9,1
P-33163,Claudia Schiffer,Actor,9,1
P-131519,Rihanna,Actor,10,1
P-131520,Brooklyn Decker,Actor,9,1
P-31133,Ne-Yo,Actor,10,1
P-505710,Zendaya,Actor,10,1
P-5292,Denzel Washington,Actor,10,1
P-5294,Chiwetel Ejiofor,Actor,9,1
P-1137,Juliette Binoche,Actor,10,1
P-5309,Judi Dench,Actor,10,1
P-21089,Bruce Greenwood,Actor,9,1
P-5367,Zach Braff,Actor,9,1
P-5374,Jim Parsons,Actor,10,1
P-1223793,Rose Leslie,Actor,9,1
P-224513,Ana de Armas,Actor,9,1
P-113461,John Legend,Actor,10,1
P-1373737,Florence Pugh,Actor,9,1
P-1821863,Post Malone,Actor,10,1
P-5139,Robert Englund,Actor,9,1
P-1625558,Awkwafina,Actor,9,1
P-226001,Ariana Grande,Actor,10,1
P-1974046,Rudy Pankow,Actor,9,1
P-1222992,Eiza González,Actor,9,1
P-209326,Sam Heughan,Actor,9,1
P-5469,Ralph Fiennes,Actor,10,1
P-5470,Kristin Scott Thomas,Actor,9,1
P-5472,Colin Firth,Actor,10,1
P-5530,James McAvoy,Actor,10,1
P-4757,Rupert Everett,Actor,9,1
P-69597,Drew Barrymore,Actor,10,1
P-4483,Dustin Hoffman,Actor,10,1
P-2963,Nicolas Cage,Actor,10,1
P-1427948,Pete Davidson,Actor,9,1
P-107379,LeBron James,Actor,10,1
P-1388593,Jodie Comer,Actor,9,1
P-1186505,Emily Ratajkowski,Actor,9,1
P-968660,Nicki Minaj,Actor,10,1
P-1136517,Sia,Actor,10,1
P-1217309,Anderson Cooper,Actor,9,1
P-217371,Adam Levine,Actor,10,1
P-1397778,Anya Taylor-Joy,Actor,9,1
P-59538,David Beckham,Actor,10,1
P-62220,Lauren Cohan,Actor,9,1
P-1089873,Rita Ora,Actor,9,1
P-86468,Sarah Wayne Callies,Actor,9,1
P-98285,Bella Thorne,Actor,9,1
P-1393177,Noah Schnapp,Actor,9,1
P-129104,Melissa Benoist,Actor,9,1
P-53240,Riz Ahmed,Actor,9,1
P-119589,Donald Glover,Actor,10,1
P-1001657,Sophie Turner,Actor,9,1
P-85930,John Mayer,Actor,10,1
P-160042,Bob Costas,Actor,9,1
P-1223082,Michael Strahan,Actor,9,1
P-56446,John Cena,Actor,10,1
P-446511,Shakira,Actor,10,1
P-440414,Amy Schumer,Actor,9,1
P-15277,Jon Favreau,Actor,9,1
P-5588,Alicia Silverstone,Actor,9,1
P-5657,Anjelica Huston,Actor,9,1
P-205,Kirsten Dunst,Actor,9,1
P-109,Elijah Wood,Actor,9,1
P-110,Viggo Mortensen,Actor,9,1
P-228,Ed Harris,Actor,9,1
P-227,William Hurt,Actor,9,1
P-6065,Dennis Quaid,Actor,10,1
P-6240,Mariska Hargitay,Actor,10,1
P-6413,Danny Huston,Actor,9,1
P-6161,Jennifer Connelly,Actor,10,1
P-6162,Paul Bettany,Actor,10,1
P-6193,Leonardo DiCaprio,Actor,10,1
P-22226,Paul Rudd,Actor,10,1
P-3926,Albert Finney,Actor,9,1
P-4273,Charlotte Gainsbourg,Actor,9,1
P-1459885,Lily-Rose Depp,Actor,9,1
P-1997030,Halsey,Actor,9,1
P-155488,Kelly Clarkson,Actor,10,1
P-1931804,J Balvin,Actor,9,1
P-1555229,Diplo,Actor,9,1
P-192944,Tom Ellis,Actor,9,1
P-1136940,Lili Reinhart,Actor,9,1
P-56367,Naomi Campbell,Actor,10,1
P-8395,Luke Perry,Actor,9,1
P-115440,Sydney Sweeney,Actor,10,1
P-103,Mark Ruffalo,Actor,9,1
P-204,Kate Winslet,Actor,10,1
P-5658,Michael Gambon,Actor,9,1
P-206,Jim Carrey,Actor,10,1
P-15757,Ray Romano,Actor,9,1
P-5723,John Leguizamo,Actor,9,1
P-1493224,Ruth Bader Ginsburg,Actor,10,1
P-9315,Marilyn Manson,Actor,9,1
P-1442069,Finn Wolfhard,Actor,9,1
P-1959397,Dua Lipa,Actor,10,1
P-1372369,Samara Weaving,Actor,9,1
P-1700685,Lewis Pullman,Actor,10,1
P-1356210,Millie Bobby Brown,Actor,10,1
P-1052109,Harry Styles,Actor,10,1
P-165899,Simon Cowell,Actor,10,1
P-1562344,Cardi B,Actor,10,1
P-1467219,Joe Keery,Actor,9,1
P-85757,Joe Jonas,Actor,10,1
P-1238247,Chrissy Teigen,Actor,10,1
P-8349,Martin Sheen,Actor,9,1
P-3084,Marlon Brando,Actor,10,1
P-2975,Laurence Fishburne,Actor,9,1
P-3087,Robert Duvall,Actor,9,1
P-2778,Dennis Hopper,Actor,9,1
P-190,Clint Eastwood,Actor,10,1
P-193,Gene Hackman,Actor,10,1
P-192,Morgan Freeman,Actor,10,1
P-969218,Bruno Mars,Actor,10,1
P-10583,Gisele Bündchen,Actor,10,1
P-1246972,Ruby Rose,Actor,9,1
P-151657,Regis Philbin,Actor,10,1
P-974317,Kate Upton,Actor,9,1
P-239019,Kit Harington,Actor,10,1
P-128206,Lea Michele,Actor,9,1
P-62856,Seth Meyers,Actor,9,1
P-35780,Amitabh Bachchan,Actor,9,1
P-94185,Shailene Woodley,Actor,9,1
P-974169,Jenna Ortega,Actor,10,1
P-1023139,Adam Driver,Actor,9,1
P-227454,Alicia Vikander,Actor,9,1
P-1023483,Phoebe Waller-Bridge,Actor,9,1
P-1179651,Lin-Manuel Miranda,Actor,10,1
P-20472,Norah Jones,Actor,10,1
P-211568,Simon Baker,Actor,9,1
P-550843,Elizabeth Olsen,Actor,10,1
P-1267329,Lupita Nyong'o,Actor,10,1
P-98522,Riley Keough,Actor,9,1
P-135651,Michael B. Jordan,Actor,10,1
P-556356,Vanessa Kirby,Actor,9,1
P-6913,Ellen Barkin,Actor,9,1
P-4430,Sharon Stone,Actor,10,1
P-4431,Jessica Lange,Actor,10,1
P-3063,Tilda Swinton,Actor,10,1
P-4491,Jennifer Aniston,Actor,10,1
P-4495,Steve Carell,Actor,10,1
P-87722,Noomi Rapace,Actor,9,1
P-136532,Matt Smith,Actor,9,1
P-206919,Daniel Kaluuya,Actor,9,1
P-197315,Drake,Actor,10,1
P-53975,Deepika Padukone,Actor,10,1
P-57207,Tony Jaa,Actor,9,1
P-216294,Lewis Hamilton,Actor,10,1
P-63312,Yvonne Strahovski,Actor,9,1
P-3910,Frances McDormand,Actor,10,1
P-3905,William H. Macy,Actor,9,1
P-3967,Kate Beckinsale,Actor,10,1
P-3968,Michael Sheen,Actor,9,1
P-3972,Wentworth Miller,Actor,9,1
P-6574,Clancy Brown,Actor,9,1
P-38024,Cynthia Nixon,Actor,9,1
P-1619,Chow Yun-Fat,Actor,10,1
P-6194,Claire Danes,Actor,10,1
P-53862,Kaley Cuoco,Actor,10,1
P-151254,Chelsea Handler,Actor,9,1
P-117470,Josh Groban,Actor,9,1
P-95101,Charlie Day,Actor,9,1
P-66431,Jodie Whittaker,Actor,9,1
P-587020,Theo James,Actor,9,1
P-3203609,Elmo,Actor,10,1
P-142636,Josh Holloway,Actor,9,1
P-1016168,Lily James,Actor,9,1
P-996701,Miles Teller,Actor,9,1
P-138986,Tony Bennett,Actor,9,1
P-4587,Halle Berry,Actor,10,1
P-4589,Benjamin Bratt,Actor,9,1
P-543261,Karen Gillan,Actor,10,1
P-64439,Fan Bingbing,Actor,9,1
P-484359,Kid Cudi,Actor,9,1
P-97576,Gemma Chan,Actor,9,1
P-85138,Demi Lovato,Actor,10,1
P-1452128,Meghan Trainor,Actor,9,1
P-997887,Ronda Rousey,Actor,9,1
P-1315036,Daisy Ridley,Actor,10,1
P-236695,John Boyega,Actor,10,1
P-512991,Richard Madden,Actor,9,1
P-77234,Priyanka Chopra Jonas,Actor,10,1
P-1190668,Timothée Chalamet,Actor,10,1
P-10215,Paul McCartney,Actor,10,1
P-60900,Taylor Kitsch,Actor,9,1
P-4783,Sam Neill,Actor,9,1
P-4784,Laura Dern,Actor,10,1
P-4785,Jeff Goldblum,Actor,10,1
P-4786,Richard Attenborough,Actor,9,1
P-4937,Vince Vaughn,Actor,10,1
P-4939,Téa Leoni,Actor,9,1
P-4764,John C. Reilly,Actor,9,1
P-10205,Sigourney Weaver,Actor,10,1
P-5064,Meryl Streep,Actor,10,1
P-5081,Emily Blunt,Actor,10,1
P-78030,Ashley Benson,Actor,9,1
P-527393,Dylan O'Brien,Actor,10,1
P-4687,Patricia Arquette,Actor,9,1
P-1009740,Pitbull,Actor,10,1
P-5576,Val Kilmer,Actor,9,1
P-4690,Christopher Walken,Actor,10,1
P-4691,James Gandolfini,Actor,9,1
P-4724,Kevin Bacon,Actor,10,1
P-4730,Emmy Rossum,Actor,9,1
P-25654,Julianna Margulies,Actor,9,1
P-104997,Marlo Thomas,Actor,9,1
P-1136406,Tom Holland,Actor,10,1
P-84933,Mary J. Blige,Actor,9,1
P-4818,Roberto Benigni,Actor,9,1
P-1278487,Hannah Waddingham,Actor,9,1
P-1223786,Emilia Clarke,Actor,10,1
P-543530,Dave Bautista,Actor,9,1
P-998387,Ed Sheeran,Actor,10,1
P-1289968,Cara Delevingne,Actor,9,1
P-137905,Bill Skarsgård,Actor,9,1
P-17882,Isabelle Huppert,Actor,9,1
P-72855,Felicity Jones,Actor,9,1
P-234352,Margot Robbie,Actor,10,1
P-172069,Chadwick Boseman,Actor,10,1
P-221611,Jonathan Groff,Actor,9,1
P-212604,Adam Devine,Actor,9,1
P-1107296,Ben Platt,Actor,9,1
P-5401,Anthony Quinn,Actor,9,1
