person_id,name,popularity,Recognizability,best_known_for_acting
79966,Claudia Karvan,0.6315,4,True
94792,Tammin Sursok,0.5039,3,True
94793,Roy Billing,0.3002,2,True
75949,Shaun Micallef,0.09,1,True
94795,Lulu McClatchy,0.045,1,True
1530790,Natasha Leigh,0.0973,1,True
94797,Dichen Lachman,2.2568,6,True
94798,Lincoln Lewis,0.1883,2,True
61918,Matthew Okine,0.0596,1,True
84517,Taylor Dooley,0.5998,3,True
4741,Cayden Boyd,0.1845,2,True
84518,Jacob Davich,0.408,3,True
41798,George López,0.5632,8,True
1327011,Shane Graham,0.7817,3,True
947565,Tiger Darrow,0.0398,1,True
947563,Racer Rodriguez,0.2679,1,True
947564,Rocket Rodriguez,0.0379,1,True
10168,Diana Rigg,0.9554,8,True
83634,Xia Yu,0.3688,2,True
40656,Juliet Howland,0.366,1,True
96167,Ian Renwick,0.0336,1,True
74021,Li Bin,0.0793,1,True
25655,Zoe Telford,1.4377,4,True
333422,Marie-Laure Descoureaux,0.1443,1,True
1128288,Lorraine Laurence,0.0261,1,True
1196986,Maggie Steed,0.7802,3,True
1334,Li Feng,0.1248,1,True
172997,Maya Massar,0.2602,1,True
168565,Dean Paul Gibson,0.1493,1,True
3269272,Lex Burnham,0.05,1,True
3269273,Matthew Bristol,0.0071,1,True
1079148,Danny Bristol,0.0327,1,True
1809693,Ryan Cowie,0.1276,1,True
1397000,Troy Rudolph,0.0873,1,True
58115,Eric Dane,2.1887,7,True
1077804,Haley Higgins,0.1676,1,True
61011,Clarke Peters,0.5261,4,True
965819,Finley Jacobsen,0.4207,2,True
979104,Lucy Merriam,0.0214,1,True
204629,Bryce Robinson,0.1089,1,True
979105,Ben Hyland,0.2292,1,True
1077801,Sarah O'Kelly,0.0071,1,True
76540,Keith Hudson,0.0905,1,True
1716577,Lloyd Clay Brown,0.0193,1,True
1561113,Joseph Foster,0.0214,1,True
1419649,Bridget Megan Clark,0.1804,1,True
1716578,Mike Roukis,0.0828,1,True
1716579,Frank Shanley,0.0071,1,True
1248382,Frank Dolce,0.0453,1,True
77886,Plácido Domingo,0.1836,8,True
77887,Eddie 'Piolin' Sotelo,0.1782,1,True
77888,Carlos Juvera,0.0143,1,True
66914,Manolo Cardona,0.5004,3,True
239574,Eugenio Derbez,1.0235,8,True
84076,Nick Zano,1.1714,5,True
73475,Adriano Giannini,0.7907,4,True
49624,Jensen Ackles,3.9876,9,True
76886,Betsy Rue,0.5757,3,True
222141,Megan Boone,1.8881,7,True
966102,Karen Baum,0.0563,1,True
1114306,Joy de la Paz,0.0621,1,True
170145,Jeff Hochendoner,0.272,1,True
104046,Bingo O'Malley,0.194,1,True
1114307,Liam Rhodes,0.0143,1,True
3311475,Michael McKee,0.0168,1,True
167110,Annie Kitral,1.0123,3,True
64411,Jennifer Higham,0.4016,1,True
550833,Donna Dent,0.2011,1,True
78436,Raini Rodriguez,0.4668,3,True
78437,Stephen Rannazzisi,0.163,1,True
440306,Adhir Kalyan,0.3094,1,True
179508,Gary Valentine,0.2723,2,True
558036,Mike Vallely,0.155,1,True
229508,Mike Escamilla,0.1106,1,True
1464589,Matilda Lutz,2.8116,6,True
1167375,Alex Roe,1.2847,5,True
145836,Aimee Teegarden,0.6155,4,True
58517,Bonnie Morgan,0.5821,2,True
1502945,Chuck David Willis,0.0588,1,True
1635137,Patrick Walker,0.523,1,True
221841,Zach Roerig,1.0068,5,True
439253,Laura Slade Wiggins,1.4898,5,True
84432,Lizzie Brocheré,0.7839,3,True
1386131,Drew Grey,0.0988,1,True
1731341,Kayli Carter,0.3968,1,True
196843,Jill Jane Clements,0.1417,1,True
1731344,Andrea Laing,0.298,1,True
1731337,Surely Alvelo,0.0795,1,True
224188,Jack Scanlon,0.2886,1,True
234072,Amber Beattie,0.1186,1,True
93839,Sheila Hancock,0.304,2,True
961840,Cara Horgan,0.4416,1,True
77997,Zac Mattoon O'Brien,0.1226,1,True
1728070,Domonkos Németh,0.0398,1,True
77999,Henry Kingsmill,0.097,1,True
1117339,Zsuzsa Holl,0.0214,1,True
76475,László Áron,0.3102,1,True
77344,John Hodgman,0.2426,4,True
2011351,Aankha Neal,0.0491,1,True
2011353,George Selick,0.0429,1,True
2011354,Hannah Kaiser,0.0214,1,True
2011355,Harry Selick,0.0621,1,True
2011356,Marina Budovsky,0.0286,1,True
2011359,Emerson Tenney,0.0957,1,True
25002,Lee Byung-hun,2.8169,8,True
1040850,Grégory Fitoussi,0.2881,1,True
557921,Leo Howard,0.8927,4,True
215317,Karolína Kurková,0.5498,6,True
168974,Julanne Chidi Hill,0.2155,1,True
590820,Art Hsu,2.4317,3,True
73127,J. J. Soria,0.3059,1,True
47987,Geri Halliwell-Horner,0.4502,9,True
116446,William Brent,0.5185,1,True
140777,Michael Schoeffling,0.57,6,True
203731,Carlin Glynn,0.2308,1,True
21525,Blanche Baker,0.5764,4,True
41730,Carole Cook,0.264,4,True
85409,Max Showalter,0.4125,1,True
157054,Liane Curtis,0.1074,1,True
1717645,Darren Harris,0.1873,1,True
87773,Aishwarya Rai Bachchan,0.6575,10,True
35084,Johnny Hallyday,0.2903,7,True
993771,Armel Bellec,0.0239,1,True
141449,Lewis D. Wheeler,0.3604,1,True
2514362,Richard LaFrance,0.0,1,True
21818,Lesley Ann Warren,1.3658,7,True
158804,Kellye Nakahara,0.2194,1,True
1216921,Will Nye,0.2788,1,True
1177744,Rick Goldman,0.5371,1,True
75633,Bobb'e J. Thompson,0.3866,5,True
63220,Kerri Kenney,0.3629,4,True
22225,A.D. Miles,0.1632,1,True
155687,Nicole Randall Johnson,0.2119,1,True
983661,Allie Stamler,0.1005,1,True
1020027,Carly Craig,0.2148,1,True
104912,Jessica Morris,0.5639,1,True
298410,Keegan-Michael Key,1.0021,9,True
4051,Jenny Robertson,1.0618,1,True
64446,Sean Bishop,0.158,1,True
1242291,Jackie Guerra,0.0887,1,True
92326,Constance Marie,0.5259,5,True
13642,Alex Meneses,0.4448,4,True
4057348,Pete Astudillo,0.0214,1,True
131755,Rubén C. González,0.0554,1,True
3421542,Ricky Vela,0.0071,1,True
3421541,Don Shelton,0.0143,1,True
3479808,Richard Emanuelle,0.0168,1,True
19135,Panchito Gómez,0.2896,1,True
156756,George Perez,0.2663,1,True
4057350,Brian Fallteen,0.0143,1,True
175087,Carrie Nye,0.2534,1,True
190119,Warner Shook,0.068,1,True
15721,Jon Lormer,0.3285,1,True
80245,Grant Cramer,2.1022,1,True
80246,John Allen Nelson,0.7552,1,True
80103,Christopher Titus,0.2581,7,True
1706337,Michael S. Siegel,0.16,1,True
1706339,Peter Licassi,0.0261,1,True
1706340,Irene Michaels,0.0404,1,True
1706342,Karla Sue Krull,0.0629,1,True
1706343,Aeron MacIntyre,0.0362,1,True
1706344,Adele Proom,0.1313,1,True
1192199,Howard Malpas,0.0214,1,True
2154959,Karen Raff,0.0143,1,True
1331148,Kathleen Stefano,0.0256,1,True
54881,Summer Glau,1.4164,7,True
54882,Morena Baccarin,3.4295,8,True
72092,Jewel Staite,1.4112,7,True
55148,Sean Maher,0.3468,6,True
75463,Michael Hitchcock,0.3455,1,True
80426,Yan Feldman,0.1404,1,True
80427,Rafael Feldman,0.0742,1,True
36137,Nectar Rose,0.5199,1,True
39464,Tamara Taylor,1.1281,5,True
80442,Tristan Jarred,1.1363,1,True
80576,Max Records,0.385,4,True
54470,Lauren Ambrose,1.0317,7,True
113495,Pepita Emmerichs,0.0071,1,True
1575431,Max Pfeifer,0.0143,1,True
187406,Madeleine Greaves,0.0,1,True
187281,Joshua Jay,0.0071,1,True
1213279,Ryan Corr,0.6612,1,True
187494,Steve Mouzakis,0.2852,1,True
59117,Angus Sampson,1.3124,5,True
80591,Rashida Jones,2.2838,9,True
80595,Rob Huebel,0.6165,5,True
80592,Sarah Burns,0.6213,4,True
80593,Greg Levine,0.07,1,True
80594,Jean Villepique,0.1462,1,True
80596,Colleen Crabtree,0.0528,1,True
208519,Nick Kroll,1.1681,8,True
84815,Josh Cooke,1.217,5,True
80641,Sterling Beaumon,0.3716,4,True
84080,Newell Alexander,0.2607,1,True
59237,Margarita Levieva,0.7856,5,True
63232,Mary Birdsong,0.2258,4,True
130227,Matt Bush,0.3134,1,True
210021,Paige Howard,0.2182,1,True
1152008,Dan Bittner,0.0931,1,True
1729865,Barret Hackney,0.0903,1,True
80661,Michael Zegen,0.2859,4,True
128290,Cassandra Bell,0.1806,1,True
117201,Jasmine Sendar,0.1279,1,True
27957,Antonie Kamerling,0.1898,4,True
117200,Daniël Boissevain,0.2556,1,True
1431255,Trevor White,0.2163,1,True
1222273,Alan Marriott,0.1228,1,True
968218,Freddie Benedict,0.0143,1,True
82806,Mathew Horne,0.4933,4,True
55466,James Corden,0.8284,10,False
1074722,Lewis Macleod,0.1755,1,True
211412,Rupert Degas,0.2135,6,True
155530,Rebecca Front,0.4649,6,True
131083,Vincent Marzello,0.1095,1,True
185065,Emma Tate,0.199,1,True
19119,Mélanie Laurent,2.2752,9,True
27319,Christoph Waltz,2.4076,10,True
32823,Gedeon Burkhard,0.494,5,True
51636,Jacky Ido,0.7559,5,True
6091,August Diehl,0.7462,6,True
81125,Denis Ménochet,0.5495,5,True
49056,Martin Wuttke,0.3949,4,True
121529,Léa Seydoux,1.564,9,True
65054,Rainer Bock,1.2043,5,True
95696,Lorna Raver,0.2466,4,True
95697,Dileep Rao,0.5173,6,True
155868,Ruth Livier,0.1205,1,True
1121875,Shiloh Selassie,0.0297,1,True
1187993,Flor de Maria Chahua,0.2499,1,True
81867,Michael Berresse,0.6119,4,True
81868,Sarah Lord,0.0281,1,True
130744,Tuck Milligan,0.099,1,True
87741,Sterling Knight,0.6527,6,True
42289,Tyler Steelman,0.2097,4,True
17270,Allison Miller,0.8682,6,True
1239467,Adam Gregory,0.171,1,True
986634,Mario Cassem,0.0818,1,True
109046,Tiya Sircar,0.3643,6,True
114602,Melissa Ordway,0.3581,5,True
51100,Gad Elmaleh,0.3493,6,True
104802,Phillip Rhys,0.3152,1,True
60602,Ron Bottitta,0.1562,1,True
92617,Matthew Willig,0.538,4,True
82191,Sharlto Copley,1.098,9,True
82193,Jason Cope,0.226,4,True
97599,Nathalie Boltt,0.4954,4,True
230818,Sylvaine Strike,0.8159,1,True
1086505,Elizabeth Mkandawie,0.1264,1,True
240024,Nick Blake,0.3987,1,True
1029046,Greg Melvill-Smith,0.3578,3,True
82190,Robert Hobbs,1.6798,4,True
82192,Vanessa Haywood,0.2563,1,True
1086506,Morena Busa Sesatsa,0.0143,1,True
1086507,Themba Nkosi,0.0143,1,True
1086508,Mzwandile Nqoba,0.0168,1,True
1086509,Barry Strydom,0.0362,1,True
173451,Jed Brophy,0.2836,4,True
2203120,David James,1.5439,4,True
1351857,Tim Gordon,1.0964,4,True
575938,Norman Anstey,4.2266,1,True
109649,Matt Stern,1.7898,4,True
1184628,David Dukas,2.22,4,True
29710,Bess Armstrong,0.8878,6,True
24743,Simon MacCorkindale,0.9622,5,True
1296367,Dan Blasko,0.1478,1,True
1296368,Liz Morris,0.0478,1,True
1296369,Lisa Maurer,0.1545,1,True
1296370,Harry Grant,0.0352,1,True
1296371,Andy Hansen,0.0387,1,True
1296372,P.T. Horn,0.0286,1,True
194357,John Perry Edson,0.0338,1,True
40394,Kaye Stevens,0.1688,3,True
1296373,Rich Valliere,0.0886,1,True
78311,Steve Valentine,0.834,4,True
558926,Sage Ryan,0.1422,1,True
1074139,Amber Gainey Meade,0.1431,1,True
492081,Ryan Ochoa,0.2934,5,True
1074140,Bobbi Page,0.3022,1,True
79635,Julian Holloway,0.225,4,True
72305,Lesley Manville,1.4029,7,True
96349,Molly C. Quinn,1.756,7,True
78887,Billy Ray Cyrus,0.3254,9,True
54594,Jason Earles,0.7184,6,True
13473,Barry Bostwick,0.7258,6,True
1544453,Jared Carter,0.0955,1,True
2644008,Katrina Smith,0.0071,1,True
2644010,Emily Grace Reaves,0.0071,1,True
212208,Taylor Swift,2.0356,10,False
1039011,Natalia Dyer,1.1356,7,True
560159,John Boylan,0.2267,1,True
141525,Matt Lauer,0.2131,8,True
141526,Sierra McCormick,0.7291,6,True
141527,Shannon Lemke,0.0336,1,True
141528,Steven Wash Jr.,0.242,1,True
141529,Kevin Buitrago,0.0555,1,True
141530,Noah Crawford,0.281,1,True
141531,Jon Kent Ethridge,0.0357,1,True
54709,Ben Best,0.2473,1,True
934289,Kiernan Shipka,3.6378,7,True
84217,Alex Meraz,1.1609,6,True
84436,Dale Place,0.1327,1,True
1579761,Alicia Hunt,0.1369,1,True
1579762,Alexis Garcia,0.0544,1,True
112266,Kortney Adams,0.1226,1,True
91520,Michiel Huisman,1.3743,7,True
18067,Rachael Stirling,1.5239,6,True
17483,Michael Maloney,0.346,4,True
139654,Genevieve O'Reilly,0.747,6,True
147884,Morven Christie,0.7357,5,True
4275,Alain Chabat,0.4607,6,True
78150,Josh Coxx,0.6032,4,True
1787843,Usha Khan,0.0547,1,True
11040,Gustaf Hammarsten,0.7631,4,True
232055,Clifford Bañagale,0.132,2,True
124471,Josh Meyers,0.1599,2,True
2475792,Robert Huerta,0.0404,1,True
179887,Gilbert Rosales,0.123,2,True
2475793,Marco Xavier,0.0071,1,True
33684,Bono,0.1787,10,False
81129,Chris Martin,0.8104,6,True
92706,Slash,0.2285,7,True
208099,Kunal Nayyar,1.0353,9,True
115972,Alex Kaluzhsky,0.1745,2,True
1357037,Alice Kremelberg,0.8881,4,True
1517868,Katherine Sigismund,0.2884,2,True
115977,Jake Siciliano,0.0457,1,True
84318,Victor Gojcaj,0.1364,2,True
2227128,Robert Vataj,0.0214,1,True
97461,Ramsey Moore,0.1085,2,True
85419,Dylan Kenin,0.3553,3,True
143330,Adam Lamberg,0.4042,3,True
130936,Yani Gellman,0.2541,2,True
1216508,Ashlie Brillault,0.1539,2,True
1237258,Clayton Snyder,0.2699,2,True
82625,Hallie Todd,0.2681,2,True
58899,Carly Schroeder,0.7365,4,True
89551,Peter Kelamis,0.302,2,True
88082,Katy Louise Saunders,0.838,4,True
83568,Sophi Knight,1.597,4,True
61166,Ty Wood,0.3322,2,True
33051,John B. Lowe,0.3341,2,True
75822,Jessica Burleson,0.2399,2,True
81071,Adriana O'Neil,1.3064,4,True
48313,Will Woytowich,0.1838,2,True
83569,Erik J. Berg,0.0763,1,True
54235,John Bluethner,0.199,2,True
1131844,James Durham,0.0468,1,True
1126913,Darren Ross,2.5813,5,True
4513,Elizabeth McGovern,3.5348,7,True
114019,Luke Evans,1.4217,6,True
76104,Martin McCann,1.4905,4,True
115150,Kaya Scodelario,2.7102,7,True
21817,Jane March,1.0023,4,True
90451,Tom Sturridge,2.2909,6,True
40477,Chris O'Dowd,1.4907,5,True
74158,Katherine Parkinson,1.336,4,True
77266,Katie Lyons,0.2015,2,True
979167,Will Adamsdale,0.0423,1,True
155864,Kelsey Mulrooney,0.2964,2,True
1506286,Lauren Blumenfeld,0.1349,2,True
85421,Time Winters,0.4026,3,True
2630903,Heather DeLoach,0.2446,2,True
3806657,Alexandra Rea-Baum,0.0071,1,True
576474,Juliana Harkavy,0.558,3,True
1232407,Taylor Fry,0.2178,2,True
84423,Conleth Hill,0.7186,4,True
17487,John Gallagher Jr.,0.566,4,True
84421,Lyle Kanouse,0.1266,2,True
2478387,Clifford Lee Dickson,0.0143,1,True
36549,Yolonda Ross,0.2081,2,True
1218277,Samantha Bee,0.1866,3,True
84846,Jared Lavette,0.0387,1,True
84847,Micah Lavette,0.0168,1,True
43202,Antje Traue,1.7963,4,True
116637,Cung Le,0.352,3,True
79419,Eddie Rouse,0.159,2,True
1846,André Hennicke,0.2601,2,True
28273,Friederike Kempter,0.2187,2,True
46216,Niels-Bruno Schmidt,0.1553,2,True
132181,Asia Luna Mohmand,0.053,1,True
132182,Delphine Chuillot,0.1926,2,True
7805,Wotan Wilke Möhring,0.247,2,True
132183,Julian Rappe,0.0214,1,True
73539,Domenico D'Ambrosio,0.0453,1,True
20132,Jon Foster,0.5339,3,True
74610,Tasha Smith,0.3582,3,True
89462,Kali Hawk,0.2248,2,True
211764,Jonna Walsh,1.1341,4,True
76068,Michael Dorman,0.6875,4,True
1121519,Harriet Minto-Day,0.1597,2,True
61911,Tiffany Lamb,0.0491,1,True
56496,Mungo McKay,0.0565,1,True
125318,Emma Randall,0.077,1,True
1391737,Charlotte Wilson,0.0261,1,True
1120664,Troy MacKinder,0.1067,2,True
1128161,Robyn Moore,0.1014,1,True
94421,Bobby Campo,0.9384,4,True
94423,Shantel VanSanten,1.8591,5,True
94424,Haley Webb,0.5068,3,True
74136,Justin Welborn,0.6677,4,True
94427,Stephanie Honoré,0.7488,4,True
94428,Lara Grice,0.2389,2,True
94429,Jackson Walker,1.3365,4,True
92058,Phil Austin,0.2016,2,True
1905544,William Aguillard,0.0596,1,True
1099652,Brendan Aguillard,0.0714,1,True
4910504,Juan Kincaid,0.0071,1,True
1420806,Monique Detraz,0.051,1,True
5375,Geoffrey Arend,0.5359,3,True
1544863,Charles Walker,0.0214,1,True
133591,Ian Reed Kesler,0.9084,4,True
58523,Darryl Alan Reed,0.1668,1,True
18516,Nicole Vicius,0.4947,3,True
1564097,Natalie Boren,0.0404,1,True
68610,Gustavo Carr,1.0593,4,True
80758,Boris Kodjoe,0.5578,7,True
587701,Ian Novick,1.0278,4,True
172303,Danny F Smith,0.0143,1,True
1016151,Jeffrey De Serrano,0.2339,2,True
1233560,Trevor Donovan,0.4057,2,True
1234039,Michael Philip,0.2199,2,True
54182,Taylor Cole,1.5088,6,True
1908774,Sal Cortez,0.0604,1,True
1908773,Ryan Levine,0.0398,1,True
3236779,Colin Askey,0.0517,1,True
85614,Juno Rinaldi,0.3815,2,True
77037,Josh Emerson,0.3027,2,True
1680887,Nicole Leduc,0.1393,1,True
98215,Matt Gerald,0.6118,3,True
154153,Sean Anthony Moran,0.3255,2,True
397312,Jason Whyte,0.0626,1,True
986734,Kelly Kilgour,0.18,1,True
33305,Nathan Meister,1.3219,4,True
149551,Nick Cornish,0.2313,2,True
1215072,Clea Lewis,0.1892,1,True
144525,Stephen Guarino,0.2078,2,True
122851,Elsie Fisher,2.232,8,True
124750,Dana Gaier,0.4299,5,True
124747,Pierre Coffin,0.3054,8,True
124748,Chris Renaud,0.3219,8,True
55936,Jemaine Clement,1.4388,8,True
125167,Mindy Kaling,0.8558,9,True
86237,Joe Pingue,0.3045,2,True
123812,Lateef Crowder,0.3995,2,True
1452956,Thom Khoury Williams,0.1042,1,True
86268,Serinda Swan,1.7143,7,True
60033,Yaya DaCosta,1.2581,7,True
130108,Elizabeth Mathis,0.4839,3,True
145110,Kis Yurij,0.1697,1,True
43263,Conrad Coates,0.436,2,True
10874,Ron Selmour,0.3151,2,True
114293,Tom Wopat,1.098,8,True
87310,Julia Jones,1.1902,4,True
62787,Rio Hackford,0.291,2,True
2683775,Luke James Fleischmann,0.0143,1,True
147472,Alan Doyle,0.8751,6,True
80149,Douglas Hodge,0.5092,3,True
17499,Jonathan Zaccaï,0.3269,2,True
1182597,Denise Gough,1.3775,4,True
226083,Ruby Bentall,1.3321,4,True
1403559,Stuart Martin,1.4826,4,True
1524100,Tom Blyth,1.149,4,True
113505,Kodi Smit-McPhee,1.0979,7,True
963745,Buddy Sosthand,0.1074,1,True
1297771,Agnes Herrmann,0.0789,1,True
1297772,Kirk Brown,0.0143,1,True
991960,Jack Erdie,0.3419,2,True
1297777,David August Lindauer,0.0363,1,True
1297776,Gina Preciado,0.0338,1,True
1674222,Wilson Moore,0.1207,1,True
119592,Aubrey Plaza,3.8262,10,True
86626,Aziz Ansari,0.5211,9,True
1569834,Rod Man,0.0071,1,True
129750,Mike O'Connell,0.1305,1,True
86653,Carter Jenkins,0.4796,3,True
86654,Austin Butler,4.4418,10,True
86655,Ashley Boettcher,0.5041,3,True
86656,Henri Young,0.0705,1,True
86657,Regan Young,0.0938,1,True
61182,Gillian Vigman,0.5663,3,True
118544,Melise,0.5402,3,True
1822762,Megan Parker,0.0214,1,True
1574203,Maggie VandenBerghe,0.1038,1,True
66579,Bonnie Somerville,0.5979,3,True
141415,Noah Matthews,0.1341,1,True
141424,John Sloman,0.0747,1,True
127048,Nate Corddry,0.3094,2,True
141432,Allen Maldonado,0.2029,2,True
141433,Steve Little,0.6036,3,True
77517,Isabelle Fuhrman,0.9888,7,True
90455,Aryana Engineer,0.8664,3,True
90456,Jamie Young,0.3082,2,True
90457,Lorry Ayers,0.3177,2,True
59602,Brendan Wall,0.582,3,True
80969,Genelle Williams,0.6709,3,True
90458,Mustafa Abdelkarim,0.0637,1,True
90459,Landon Norris,0.0897,1,True
90460,Julien Elia,0.0281,1,True
90467,Andrew Shaver,1.0947,4,True
108774,Michael Reilly Burke,0.5687,3,True
109784,Karley Scott Collins,0.2694,2,True
109783,Haley Pullos,0.6799,3,True
62819,Diane Ayala Goldner,0.4002,2,True
109786,Alex Feldman,0.1951,1,True
109785,Krystal Mayo,0.0915,1,True
109787,Michael Showers,0.0752,1,True
86536,Bill Stinchcomb,0.1189,1,True
88902,Ellen Wong,0.242,2,True
88903,Satya Bhabha,0.7171,3,True
1057765,Keita Saito,0.6931,3,True
111875,Al Roker,0.421,8,True
968412,Max Neuwirth,0.099,1,True
470529,Angela Shelton,0.121,1,True
1231874,Landon Pigg,0.0526,4,True
87444,Sarah Habel,0.445,4,True
92019,Shannon Eagen,0.1318,1,True
52863,Carlo Alban,0.5911,1,True
124305,Emerald-Angel Young,0.1379,1,True
1577506,Brooke Stacy Mills,0.4317,1,True
1241157,Tanedra Howard,0.0963,1,True
188600,Marty Moreau,0.2387,1,True
1649211,Shawn Ahmed,0.0687,1,True
1649240,Janelle Hutchison,0.2582,1,True
284032,Caroline Cave,0.1847,1,True
205082,Shauna MacDonald,0.1883,1,True
207491,Melanie Scrofano,1.1795,5,True
113235,Eric Loren,0.1182,1,True
113236,Mia McKenna-Bruce,0.5068,4,True
84068,Daphne Alexander,0.2417,1,True
113237,Alisha Seaton,0.0855,1,True
113238,Tyne Rafaeli,0.0663,1,True
113240,Kiera McMaster,0.0538,1,True
105692,Julian Vergov,0.2928,1,True
1732807,Ioan Lov,0.0404,1,True
569528,Sam Oz Stone,0.0481,1,True
94098,Gillian Jacobs,0.9851,7,True
39127,Lisa K. Wyatt,0.3956,1,True
1508820,Mark S. Cartier,0.0281,1,True
1777020,Kevin Robertson,0.0143,1,True
997207,Michele Durrett,0.0239,1,True
1218234,Ian Kahn,0.1714,1,True
210007,Ryan Woodle,0.116,1,True
91369,Basil Hoffman,0.4218,1,True
99846,Sho Kosugi,0.4103,4,True
1257963,Lee Joon,0.7376,5,True
1434487,Anna Sawai,1.1868,5,True
1434486,Kai Fung Rieck,0.0713,1,True
1434485,Sungwoong Yoon,0.0453,1,True
979342,Kylie Liya Page,0.7526,1,True
38621,Eleonore Weisgerber,0.266,1,True
17060,Wladimir Tarasjanz,0.1325,1,True
1434488,Thorston Manderlay,0.3061,1,True
1186438,Richard van Weyden,0.534,1,True
112560,Quinton Aaron,0.5588,5,True
112561,Lily Collins,1.6073,9,True
112562,Catherine Dyer,0.3158,1,True
226537,Libby Whittemore,0.286,1,True
1127790,Brian Hollan,0.0356,1,True
968305,Melody Weintraub,0.0143,1,True
142374,Sharon Conley,0.4116,1,True
88995,Adrianne Palicki,1.4412,7,True
1223171,Willa Holland,1.124,6,True
1125192,Cameron Harlow,0.0503,1,True
21049,Yancey Arias,0.507,4,True
1451123,Stephen Oyoung,0.2402,1,True
211993,Caitlin FitzGerald,1.2425,6,True
1259762,Emjay Anthony,0.5632,4,True
233298,Robert Curtis Brown,0.4282,4,True
105641,James Patrick Stuart,0.5315,5,True
1223878,Emily Kinney,1.1032,7,True
31136,Chris Brown,0.5605,10,False
76126,T.I.,0.8933,9,True
118374,Gaius Charles,0.5097,4,True
35981,Gideon Emery,0.9238,4,True
81703,Zulay Henao,0.7561,5,True
1628323,Keri Maletto,0.0261,1,True
142384,Adrienne Lamping,0.0412,1,True
84300,Chris Lowell,0.7307,5,True
63136,Patrick Mofokeng,0.1141,1,True
109651,Adjoa Andoh,0.6158,5,True
109652,Marguerite Wheatley,0.0414,1,True
2609,Leleti Khumalo,0.2321,4,True
109653,Patrick Lyster,0.4655,1,True
108579,Penny Downie,0.4558,4,True
2840389,Sibongile Nojila,0.0071,1,True
15544,Bonnie Mbuli,0.1406,1,True
2840392,Shakes Myeko,0.0143,1,True
967456,Louis Minnaar,0.5924,1,True
93919,Danny Keogh,1.2314,4,True
1148622,Jakkie Groenewald,1.1302,1,True
1076786,Albert Maritz,1.1118,1,True
1378662,Grant Roberts,1.5284,1,True
210695,Jesse Williams,0.6775,8,True
486603,Anna Hutchison,1.0161,5,True
62849,Tom Lenk,0.1465,4,True
1275716,Greg Zach,0.1444,1,True
85505,Dan Payne,0.4367,1,True
51976,D.J. Cotrona,0.395,5,True
2499695,Gavin McCulley,0.0735,1,True
2499696,Jose Lucena Jr.,0.0777,1,True
1657441,Leslea Fisher,0.2327,1,True
78888,Mary Rachel Quinn,0.2332,1,True
2499701,Bryce Hayes,0.0143,1,True
2499702,R. Braeden Reed,0.0071,1,True
84482,Luke Benward,0.7548,5,True
41316,Igal Naor,0.302,4,True
73710,Raad Rawi,0.5738,4,True
122345,Tommy Campbell,0.1032,1,True
122281,Jerry Della Salla,0.0423,1,True
122280,Aymen Hamdouchi,0.3564,1,True
93131,Nicoye Banks,0.0945,1,True
122311,Soumaya Akaaboune,2.4439,1,True
39189,Stephen Merchant,0.9283,7,True
116131,Ryan Sheckler,0.1531,4,True
964590,Destiny Whitlock,0.5051,1,True
64148,Chase Ellison,0.4919,1,True
208246,Darien Provost,0.1979,1,True
1112033,Nicole Muñoz,0.5819,1,True
558927,Brendan Meyer,0.455,1,True
158644,Ellie Harvie,0.5123,1,True
1511127,Maya Washington,2.3025,1,True
143548,Fernanda Dorogi,0.5847,1,True
143549,Rebekah Kennedy,0.1067,1,True
25445,Matt Devere,0.3606,1,True
118616,Robert Sheehan,1.2548,8,True
120932,Claire Foy,1.0906,9,True
2005178,Kevin Rees,0.0416,1,True
2005187,Róbert Bánlaki,0.0143,1,True
76471,Barna Illyés,0.0666,1,True
116882,Lyndsy Fonseca,0.9095,7,True
86624,Collette Wolfe,0.6471,6,True
2990247,Aliu Oyofo,0.0168,1,True
2990248,Jake Rose,0.0214,1,True
2990249,Brook Bennett,0.0432,1,True
82096,Jessica Paré,1.1493,7,True
52849,Louis C.K.,0.4338,9,True
2727142,Donna Sorbello,0.1233,1,True
934159,Eric André,1.1468,7,True
133068,Owen Burke,0.2418,1,True
133069,Dennis McLaughlin,0.158,1,True
133070,Corena Chase,0.1485,1,True
64143,Brian Scannell,0.1238,1,True
133071,Kerri Dunbar,0.0729,1,True
133072,Tony V.,0.0464,1,True
3882342,Isaac Bordoy,0.0143,1,True
1218228,Ruby Jerins,0.3659,5,True
24360,Gregory Jbara,0.4429,5,True
965205,Tate Ellington,0.3893,6,True
1386512,Chris McKinney,0.0594,1,True
968974,Christopher Clawson,0.0982,1,True
968851,Kelli Barrett,0.4342,1,True
1539168,Moisés Acevedo,0.093,1,True
1188567,Morgan Turner,0.8386,1,True
1281596,Will Shadley,0.3111,1,True
1251285,Alina Foley,0.5485,1,True
224446,Magnús Scheving,1.2819,4,True
211488,Katherine Boecher,0.6299,1,True
1424323,Maverick McWilliams,0.0193,1,True
1424324,Quinn Mason,0.0361,1,True
1424325,Esodie Geiger,0.7515,1,True
106934,Anjelah Johnson-Reyes,0.2027,6,True
85176,Bridgit Mendler,0.4039,7,True
1224238,Aimee Carrero,0.6012,6,True
1253199,Alexandra Shipp,1.1088,7,True
108916,Rooney Mara,1.5227,9,True
86310,Connie Britton,1.6438,8,True
