id,name,type,popularity,department
P-8440,Charley Ramm,Actor,0.0368,Acting
P-8441,Sophie Wyburd,Actor,0.0239,Acting
P-8439,George Loftus,Actor,0.0168,Acting
P-8447,Jeff Daniels,Actor,1.8389,Acting
P-96735,Carmen De Lavallade,Actor,1.356,Acting
P-2405,Audrey Tautou,Actor,2.0601,Acting
P-1003,Jean Reno,Actor,3.0238,Acting
P-34259,Jean-Yves Berteloot,Actor,0.3336,Acting
P-150792,Etienne Chicot,Actor,0.1248,Acting
P-20795,Jean-Pierre Marielle,Actor,0.3222,Acting
P-38885,Marie-Françoise Audollent,Actor,0.0505,Acting
P-58579,Rita Davies,Actor,0.6419,Acting
P-27199,Francesco Carnelutti,Actor,1.3529,Acting
P-38888,Seth Gabel,Actor,1.1429,Acting
P-1250452,Shane Zaza,Actor,0.517,Acting
P-2281599,Andy Clark,Actor,0.0071,Acting
P-8687,Chi McBride,Actor,0.7372,Acting
P-8688,Diego Luna,Actor,1.8806,Acting
P-8690,Kumar Pallana,Actor,0.1156,Acting
P-8692,Eddie Jones,Actor,0.237,Acting
P-8694,Corey Reynolds,Actor,0.6161,Acting
P-8695,Guillermo Díaz,Actor,0.5177,Acting
P-8696,Rini Bell,Actor,0.235,Acting
P-8697,Stephen Mendel,Actor,0.5548,Acting
P-128719,Valery Nikolaev,Actor,0.7683,Acting
P-1899670,Janique Kearns,Actor,1.2785,Acting
P-224077,Terry Haig,Actor,1.2209,Acting
P-8534,Kathy Bates,Actor,1.3777,Acting
P-8535,Gloria Stuart,Actor,0.595,Acting
P-8536,Victor Garber,Actor,0.8626,Acting
P-2179,Suzy Amis,Actor,0.3683,Acting
P-8538,Lewis Abernathy,Actor,1.021,Acting
P-8539,Nicholas Cascone,Actor,0.2794,Acting
P-93215,Anatoly M. Sagalevitch,Actor,0.0704,Acting
P-8540,Danny Nucci,Actor,0.9827,Acting
P-8541,Jason Barry,Actor,1.2337,Acting
P-65524,Ioan Gruffudd,Actor,1.768,Acting
P-1741441,Linda Kerns,Actor,1.2425,Acting
P-8654,Matthew Modine,Actor,1.2585,Acting
P-7132,Vincent D'Onofrio,Actor,2.2548,Acting
P-8655,R. Lee Ermey,Actor,0.5553,Acting
P-8656,Dorian Harewood,Actor,0.2351,Acting
P-8657,Kevyn Major Howard,Actor,0.1743,Acting
P-8658,Ed O'Ross,Actor,0.5345,Acting
P-8659,John Terry,Actor,0.5089,Acting
P-8660,Kieron Jecchinis,Actor,0.4118,Acting
P-8661,Kirk Taylor,Actor,0.2431,Acting
P-8662,Tim Colceri,Actor,0.3298,Acting
P-8663,Jon Stafford,Actor,0.3718,Acting
P-8664,Bruce Boa,Actor,0.2194,Acting
P-8665,Ian Tyler,Actor,0.2247,Acting
P-8666,Sal Lopez,Actor,0.4044,Acting
P-9976,Henry Thomas,Actor,1.5587,Acting
P-9978,Robert MacNaughton,Actor,0.4051,Acting
P-62001,Dee Wallace,Actor,1.0242,Acting
P-23764,Erika Eleniak,Actor,1.8998,Acting
P-9980,K.C. Martel,Actor,0.9347,Acting
P-9981,Sean Frye,Actor,0.0741,Acting
P-9983,Richard Swingler,Actor,0.0758,Acting
P-9984,Frank Toth,Actor,0.0214,Acting
P-1216398,Robert Barton,Actor,0.0429,Acting
P-2435042,Michael Darrell,Actor,0.0362,Acting
P-2747643,David Berkson,Actor,0.0338,Acting
P-2435043,David Carlberg,Actor,0.0143,Acting
P-2888,Will Smith,Actor,2.7883,Acting
P-8984,Bill Pullman,Actor,2.324,Acting
P-8985,Margaret Colin,Actor,0.8672,Acting
P-8986,James Rebhorn,Actor,0.4437,Acting
P-7420,Harvey Fierstein,Actor,0.4674,Acting
P-1582,James Duval,Actor,0.7947,Acting
P-8987,Lisa Jakub,Actor,0.4864,Acting
P-67382,Ross Bagley,Actor,0.4252,Acting
P-52404,Mae Whitman,Actor,1.8622,Acting
P-180637,Joyce Cohen,Actor,2.5593,Acting
P-9364,Gloria Foster,Actor,0.4887,Acting
P-9372,Marcus Chong,Actor,0.3598,Acting
P-7244,Julian Arahanga,Actor,0.3269,Acting
P-9374,Matt Doran,Actor,0.502,Acting
P-9376,Belinda McClory,Actor,0.7148,Acting
P-9378,Anthony Ray Parker,Actor,0.1466,Acting
P-9380,Paul Goddard,Actor,0.2866,Acting
P-39545,Robert Taylor,Actor,1.3369,Acting
P-9383,David Aston,Actor,0.3745,Acting
P-9384,Marc Aden Gray,Actor,0.3207,Acting
P-181214,Ada Nicodemou,Actor,0.3098,Acting
P-9575,Jada Pinkett Smith,Actor,0.9883,Acting
P-28782,Monica Bellucci,Actor,3.3244,Acting
P-9464,Harry Lennix,Actor,0.7203,Acting
P-9462,Randall Duk Kim,Actor,0.4424,Acting
P-18286,Nona Gaye,Actor,0.3415,Acting
P-9452,Daniel Bernhardt,Actor,1.3044,Acting
P-9443,Helmut Bakaitis,Actor,0.5055,Acting
P-9459,David Kilde,Actor,0.1783,Acting
P-33449,Essie Davis,Actor,2.1805,Acting
P-9576,Gina Torres,Actor,1.3562,Acting
P-9572,Mary Alice,Actor,0.2049,Acting
P-52908,Collin Chou,Actor,0.5455,Acting
P-62486,Ian Bliss,Actor,0.3337,Acting
P-27752,Bruce Spence,Actor,0.5734,Acting
P-3360214,Tanveer K. Atwal,Actor,0.1392,Acting
P-24362,Kevin Michael Richardson,Actor,1.0553,Acting
P-10647,Klaus Maria Brandauer,Actor,0.318,Acting
P-10648,Michael Kitchen,Actor,0.5527,Acting
P-10649,Malick Bowens,Actor,0.6335,Acting
P-10652,Suzanna Hamilton,Actor,0.5865,Acting
P-10653,Rachel Kempson,Actor,0.1449,Acting
P-10654,Graham Crowden,Actor,0.2419,Acting
P-10655,Leslie Phillips,Actor,0.3278,Acting
P-10657,Shane Rimmer,Actor,0.3348,Acting
P-10650,Joseph Thiaka,Actor,0.0071,Acting
P-10651,Stephen Kinyanjui,Actor,0.0143,Acting
P-10656,Mike Bugara,Actor,0.0143,Acting
P-10658,Job Seda,Actor,0.0327,Acting
P-1154526,Mohammed Umar,Actor,0.0,Acting
P-9625,Linda Fiorentino,Actor,0.779,Acting
P-9626,Rip Torn,Actor,1.372,Acting
P-4252,Tony Shalhoub,Actor,1.0896,Acting
P-9628,Mike Nussbaum,Actor,0.1843,Acting
P-9629,Jon Gries,Actor,0.9889,Acting
P-9630,Sergio Calderón,Actor,0.4621,Acting
P-9631,Carel Struycken,Actor,1.0494,Acting
P-9632,Fredric Lehne,Actor,0.543,Acting
P-9633,Richard Hamilton,Actor,0.1544,Acting
P-443770,John Alexander,Actor,0.308,Acting
P-9656,Johnny Knoxville,Actor,1.3151,Acting
P-9657,Patrick Warburton,Actor,1.3618,Acting
P-9658,Colombe Jacobsen-Derstine,Actor,0.3283,Acting
P-9659,Peter Spellos,Actor,0.2363,Acting
P-154590,Michael Rivkin,Actor,0.1449,Acting
P-37008,Michael Bailey Smith,Actor,0.2045,Acting
P-1314246,Howard Spiegel,Actor,0.4828,Acting
P-82702,Michael Jackson,Actor,1.0503,Acting
P-8977,Craig T. Nelson,Actor,1.2508,Acting
P-10080,JoBeth Williams,Actor,0.9465,Acting
P-10083,Beatrice Straight,Actor,0.3557,Acting
P-10084,Dominique Dunne,Actor,0.7758,Acting
P-10085,Oliver Robins,Actor,1.627,Acting
P-10086,Heather O'Rourke,Actor,0.3925,Acting
P-10087,Michael McManus,Actor,0.3499,Acting
P-10088,Virginia Kiser,Actor,0.1316,Acting
P-10089,Martin Casella,Actor,0.0715,Acting
P-10090,Richard Lawson,Actor,0.3838,Acting
P-10091,Zelda Rubinstein,Actor,0.1866,Acting
P-14852,James Karen,Actor,0.4727,Acting
P-2064838,Clair E. Leucart,Actor,0.0286,Acting
P-123016,Dirk Blocker,Actor,0.4769,Acting
P-33017,Allan Graf,Actor,0.6428,Acting
P-8784,Daniel Craig,Actor,2.6994,Acting
P-2406,Mathieu Kassovitz,Actor,0.628,Acting
P-169,Hanns Zischler,Actor,0.2299,Acting
P-8786,Ayelet Zurer,Actor,1.1505,Acting
P-8787,Gila Almagor,Actor,0.2031,Acting
P-2369,Michael Lonsdale,Actor,0.4207,Acting
P-8789,Mathieu Amalric,Actor,0.963,Acting
P-677,Moritz Bleibtreu,Actor,0.5476,Acting
P-5077,Valeria Bruni Tedeschi,Actor,0.3926,Acting
P-8790,Meret Becker,Actor,0.5233,Acting
P-8791,Marie-Josée Croze,Actor,0.5811,Acting
P-8793,Ami Weinberg,Actor,0.0603,Acting
P-147406,Oded Teomi,Actor,1.0059,Acting
P-31512,Robert John Burke,Actor,1.2264,Acting
P-52639,Tom Wlaschiha,Actor,1.2648,Acting
P-8767,Jim Caviezel,Actor,1.8765,Acting
P-8768,Maia Morgenstern,Actor,0.418,Acting
P-8769,Christo Jivkov,Actor,0.2737,Acting
P-8770,Francesco De Vito,Actor,0.9168,Acting
P-8772,Mattia Sbragia,Actor,0.2699,Acting
P-44650,Toni Bertorelli,Actor,0.1545,Acting
P-8774,Luca Lionello,Actor,0.6335,Acting
P-8775,Hristo Shopov,Actor,0.2395,Acting
P-8776,Claudia Gerini,Actor,0.6268,Acting
P-8777,Fabio Sartor,Actor,0.1585,Acting
P-147191,Giacinto Ferro,Actor,0.1596,Acting
P-2019210,Aleksander Mincer,Actor,0.0826,Acting
P-2019211,Sheila Mokhtari,Actor,0.0505,Acting
P-1054372,Lucio Allocca,Actor,0.358,Acting
P-27201,Paco Reconti,Actor,0.2007,Acting
P-23370,Francesco De Rosa,Actor,2.1223,Acting
P-9191,Timothy Spall,Actor,1.5396,Acting
P-9195,Hiroyuki Sanada,Actor,1.7501,Acting
P-9190,Koyuki,Actor,1.3199,Acting
P-9194,Shin Koyamada,Actor,1.1589,Acting
P-9188,Billy Connolly,Actor,1.0019,Acting
P-9192,Togo Igawa,Actor,0.3847,Acting
P-9189,Shichinosuke Nakamura,Actor,0.1943,Acting
P-9186,Chad Lindberg,Actor,0.9471,Acting
P-1593805,Ray Godshall Sr.,Actor,0.0453,Acting
P-953738,Masashi Odate,Actor,0.4515,Acting
P-9206,Neve Campbell,Actor,1.773,Acting
P-9209,Daphne Rubin-Vega,Actor,0.2674,Acting
P-9208,Robert Wagner,Actor,1.1401,Acting
P-44831,Carrie Snodgress,Actor,0.3644,Acting
P-9210,Jeff Perry,Actor,0.7019,Acting
P-9211,Eduardo Yáñez,Actor,0.2958,Acting
P-9212,Jennifer Taylor,Actor,1.0796,Acting
P-953997,Cory Pendergast,Actor,0.1154,Acting
P-945237,Toi Svane Stepp,Actor,0.1128,Acting
P-93679,Dennis Neal,Actor,0.064,Acting
P-8851,Whitney Houston,Actor,0.3181,Acting
P-7042,Gary Kemp,Actor,0.1549,Acting
P-8854,Bill Cobbs,Actor,0.5734,Acting
P-8853,Ralph Waite,Actor,0.5851,Acting
P-8852,Michele Lamar Richards,Actor,0.3948,Acting
P-5170,Mike Starr,Actor,0.8995,Acting
P-8855,Christopher Birt,Actor,0.181,Acting
P-8856,DeVaughn Nixon,Actor,0.5038,Acting
P-11517,Gerry Bamman,Actor,0.2863,Acting
P-151433,Joe Urla,Actor,0.1651,Acting
P-13937,Charles Keating,Actor,0.1526,Acting
P-8857,Debbie Reynolds,Actor,0.9275,Acting
P-8872,Rick Moranis,Actor,1.3868,Acting
P-8873,Annie Potts,Actor,1.4285,Acting
P-8874,Ernie Hudson,Actor,0.9219,Acting
P-562314,Slavitza Jovan,Actor,0.5634,Acting
P-8875,David Margulies,Actor,0.2146,Acting
P-55930,Steven Tash,Actor,0.6154,Acting
P-101652,Jennifer Runyon,Actor,0.4224,Acting
P-1080265,Michael Ensign,Actor,0.3294,Acting
P-17488,Alice Drummond,Actor,0.3999,Acting
P-51549,Jordan Charney,Actor,0.2438,Acting
P-8892,Olivia Newton-John,Actor,0.536,Acting
P-8891,John Travolta,Actor,2.1981,Acting
P-8893,Stockard Channing,Actor,0.9278,Acting
P-8894,Jeff Conaway,Actor,0.4316,Acting
P-8896,Barry Pearl,Actor,0.3779,Acting
P-8897,Michael Tucci,Actor,0.5163,Acting
P-8898,Kelly Ward,Actor,0.3174,Acting
P-8895,Didi Conn,Actor,0.5067,Acting
P-8899,Jamie Donnelly,Actor,1.034,Acting
P-8900,Dinah Manoff,Actor,1.0309,Acting
P-8904,Susan Buckner,Actor,0.1586,Acting
P-860,Eve Arden,Actor,0.5335,Acting
P-22092,Frankie Avalon,Actor,0.336,Acting
P-13568,Joan Blondell,Actor,0.4589,Acting
P-8901,Edd Byrnes,Actor,0.5718,Acting
P-8902,Sid Caesar,Actor,0.2948,Acting
P-8906,Annette Charles,Actor,1.1636,Acting
P-8944,Jamie Lee Curtis,Actor,2.2279,Acting
P-8945,Kevin Kline,Actor,1.5746,Acting
P-8946,Maria Aitken,Actor,0.2741,Acting
P-8947,Tom Georgeson,Actor,0.435,Acting
P-8948,Cynthia Cleese,Actor,0.5639,Acting
P-12658,Patricia Hayes,Actor,0.3625,Acting
P-10746,Geoffrey Palmer,Actor,0.502,Acting
P-1157036,Mark Elwes,Actor,0.0938,Acting
P-49968,Neville Phillips,Actor,0.1753,Acting
P-27334,Peter Jonfield,Actor,0.1185,Acting
P-158293,Jeremy Child,Actor,0.3029,Acting
P-11275,Stephen Fry,Actor,0.8231,Acting
P-24271,Ken Campbell,Actor,0.2048,Acting
P-124314,Al Hunter Ashton,Actor,0.1456,Acting
P-9012,Jonny Lee Miller,Actor,2.0804,Acting
P-9013,Kevin McKidd,Actor,0.7343,Acting
P-18023,Robert Carlyle,Actor,1.385,Acting
P-9015,Kelly Macdonald,Actor,2.0357,Acting
P-3064,Peter Mullan,Actor,0.9469,Acting
P-9016,Eileen Nicholas,Actor,0.1229,Acting
P-1837,Susan Vidler,Actor,0.4188,Acting
P-9017,Pauline Lynch,Actor,0.4237,Acting
P-1834,Shirley Henderson,Actor,1.4908,Acting
P-1220473,Dale Winton,Actor,0.149,Acting
P-20056,Keith Allen,Actor,0.8667,Acting
P-3131,Antonio Banderas,Actor,2.9984,Acting
P-9029,Stephen Rea,Actor,0.8452,Acting
P-9031,Domiziana Giordano,Actor,0.3494,Acting
P-9030,Thandiwe Newton,Actor,1.6108,Acting
P-149876,Laure Marsac,Actor,0.3079,Acting
P-3608574,Mike Seelig,Actor,0.0368,Acting
P-1218000,Bellina Logan,Actor,0.2722,Acting
P-2154797,Lyla Hay Owen,Actor,0.0557,Acting
P-4095228,Lee E. Scharfstein,Actor,0.0214,Acting
P-3608575,Monte Montague,Actor,0.0071,Acting
P-4095231,Nathalie Bloch,Actor,0.0593,Acting
P-15737,Helen McCrory,Actor,1.113,Acting
P-42571,Susan Lynch,Actor,1.0685,Acting
P-9045,Stephen Baldwin,Actor,0.9108,Acting
P-5168,Gabriel Byrne,Actor,1.4094,Acting
P-9046,Chazz Palminteri,Actor,0.8115,Acting
P-4808,Giancarlo Esposito,Actor,1.8201,Acting
P-56166,Carl Bressler,Actor,0.3242,Acting
P-201883,Phillipe Simon,Actor,0.0933,Acting
P-1228876,Jack Shearer,Actor,0.211,Acting
P-9047,Christine Estabrook,Actor,0.3023,Acting
P-9137,Renée Zellweger,Actor,1.9808,Acting
P-9138,Gemma Jones,Actor,1.1041,Acting
P-9145,James Callis,Actor,0.7126,Acting
P-9144,Sally Phillips,Actor,0.5611,Acting
P-9146,Lisa Barbuscia,Actor,0.2235,Acting
P-9139,Celia Imrie,Actor,3.8069,Acting
P-9140,James Faulkner,Actor,0.5417,Acting
P-9141,Charmian May,Actor,0.2627,Acting
P-9142,Paul Brooke,Actor,0.2693,Acting
P-9143,Felicity Montagu,Actor,0.3753,Acting
P-1567503,Charlie Caine,Actor,0.0973,Acting
P-44079,Charlotte Rampling,Actor,1.8898,Acting
P-9170,Stocker Fontelieu,Actor,0.0973,Acting
P-9171,Brownie McGhee,Actor,0.0997,Acting
P-2979,Michael Higgins,Actor,0.2597,Acting
P-9172,Elizabeth Whitcraft,Actor,0.3744,Acting
P-9173,Eliott Keener,Actor,0.1937,Acting
P-9174,Charles Gordone,Actor,0.0239,Acting
P-9175,Dann Florek,Actor,0.7599,Acting
P-42335,Kathleen Wilhoite,Actor,0.8733,Acting
P-4048,George Buck,Actor,0.0583,Acting
P-109900,Judith Drake,Actor,0.3441,Acting
P-1262960,Dave Petitjean,Actor,0.0214,Acting
P-5344,Meg Ryan,Actor,1.3878,Acting
P-9257,Bruno Kirby,Actor,0.6938,Acting
P-9259,Lisa Jane Persky,Actor,0.1927,Acting
P-9260,Michelle Nicastro,Actor,0.3677,Acting
P-119884,Gretchen Palmer,Actor,0.3539,Acting
P-86475,Robert Alan Beuth,Actor,0.1641,Acting
P-1389091,David Burdick,Actor,0.0286,Acting
P-1389092,Joe Viviani,Actor,0.1152,Acting
P-27106,Harley Jane Kozak,Actor,0.3958,Acting
P-1389093,Joseph Hunt,Actor,0.0409,Acting
P-151273,Kevin Rooney,Actor,0.1116,Acting
P-158205,Franc Luz,Actor,0.4196,Acting
P-136761,Nathalie Baye,Actor,0.4988,Acting
P-9273,Amy Adams,Actor,2.5521,Acting
P-9274,James Brolin,Actor,1.3556,Acting
P-9275,Frank John Hughes,Actor,0.4188,Acting
P-9276,Steve Eastin,Actor,0.2227,Acting
P-9277,John Finn,Actor,0.507,Acting
P-9278,Jennifer Garner,Actor,1.4966,Acting
P-9279,Nancy Lenehan,Actor,0.3638,Acting
P-9280,Ellen Pompeo,Actor,1.0326,Acting
P-81217,Sarah Lancaster,Actor,1.1276,Acting
P-109151,Jaime Ray Newman,Actor,1.3439,Acting
P-81133,Amy Acker,Actor,1.6342,Acting
P-9642,Jude Law,Actor,3.7108,Acting
P-1518,Frances O'Connor,Actor,1.2369,Acting
P-9641,Jake Thomas,Actor,0.3905,Acting
P-60633,Kevin Sussman,Actor,1.033,Acting
P-27030,Tom Gallop,Actor,0.3029,Acting
P-1004155,Eugene Osment,Actor,0.6842,Acting
P-71128,Ashley Scott,Actor,1.0092,Acting
P-95517,Justina Machado,Actor,1.1,Acting
P-9777,Cuba Gooding Jr.,Actor,1.5946,Acting
P-9778,Ice Cube,Actor,1.7137,Acting
P-9779,Morris Chestnut,Actor,1.0493,Acting
P-9780,Angela Bassett,Actor,1.885,Acting
P-9781,Nia Long,Actor,0.9168,Acting
P-9782,Tyra Ferrell,Actor,0.1225,Acting
P-9788,Regina King,Actor,1.8052,Acting
P-2617692,Meta King,Actor,0.0676,Acting
P-156806,Whitman Mayo,Actor,0.2895,Acting
P-5160077,Hudhail Al-Amir,Actor,0.0357,Acting
P-54426,Lloyd Avery II,Actor,0.1115,Acting
P-2348431,Miya McGhee,Actor,0.0453,Acting
P-9783,Lexie Bigham,Actor,0.3056,Acting
P-1392795,Kenneth A. Brown,Actor,0.2505,Acting
P-55636,Donald Sutherland,Actor,2.059,Acting
P-9805,Sally Kellerman,Actor,0.7519,Acting
P-9806,Roger Bowen,Actor,0.1321,Acting
P-9808,David Arkin,Actor,0.1699,Acting
P-9809,Jo Ann Pflug,Actor,0.761,Acting
P-9810,Gary Burghoff,Actor,0.3184,Acting
P-9811,Fred Williamson,Actor,0.4805,Acting
P-1225418,Indus Arthur,Actor,0.1663,Acting
P-1509280,Ken Prymus,Actor,0.2114,Acting
P-161681,Bobby Troup,Actor,0.4654,Acting
P-1663268,Kim Atwood,Actor,0.087,Acting
P-9824,Diane Kruger,Actor,1.552,Acting
P-11390,Peter O'Toole,Actor,0.9643,Acting
P-9827,Rose Byrne,Actor,2.7501,Acting
P-9825,Saffron Burrows,Actor,1.3578,Acting
P-9828,Garrett Hedlund,Actor,0.9854,Acting
P-9831,Vincent Regan,Actor,1.2968,Acting
P-1666,Julie Christie,Actor,1.0019,Acting
P-24898,Nathan Jones,Actor,1.0597,Acting
P-185460,Mark Lewis Jones,Actor,0.6827,Acting
P-50020,Scott Patterson,Actor,0.8717,Acting
P-51037,Athena Karkanis,Actor,1.2054,Acting
P-51036,Louis Ferreira,Actor,0.7498,Acting
P-51038,Simon Reynolds,Actor,0.2097,Acting
P-28869,Mike Realba,Actor,0.259,Acting
P-51039,Marty Adams,Actor,0.0898,Acting
P-51040,Sarain Boylan,Actor,0.2612,Acting
P-90498,Devon Bostick,Actor,2.0013,Acting
P-9994,Helen Hunt,Actor,1.9483,Acting
P-9995,Jami Gertz,Actor,1.0938,Acting
P-9996,Sean Whalen,Actor,0.667,Acting
P-9997,Scott Thomson,Actor,0.3438,Acting
P-9998,Joey Slotnick,Actor,0.4401,Acting
P-9999,Wendle Josepher,Actor,0.9817,Acting
P-52801,Patrick Fischler,Actor,1.2485,Acting
P-10980,Daniel Radcliffe,Actor,2.4918,Acting
P-10989,Rupert Grint,Actor,1.7477,Acting
P-10990,Emma Watson,Actor,4.6966,Acting
P-10993,Tom Felton,Actor,0.9182,Acting
P-10978,Maggie Smith,Actor,1.8152,Acting
P-10983,Richard Griffiths,Actor,0.8555,Acting
P-10985,Ian Hart,Actor,1.3134,Acting
P-10981,Fiona Shaw,Actor,1.3185,Acting
P-11180,David Bradley,Actor,1.0715,Acting
P-96841,Matthew Lewis,Actor,1.2754,Acting
P-11179,Sean Biggerstaff,Actor,0.4054,Acting
P-11184,Warwick Davis,Actor,1.2167,Acting
P-234923,Alfred Enoch,Actor,1.2657,Acting
P-11181,Kenneth Branagh,Actor,1.9838,Acting
P-13014,Toby Jones,Actor,1.6318,Acting
P-10991,Bonnie Wright,Actor,0.7701,Acting
P-94020,Peter O'Farrell,Actor,1.4637,Acting
P-11213,Pam Ferris,Actor,1.5645,Acting
P-11288,Robert Pattinson,Actor,3.0233,Acting
P-20049,David Tennant,Actor,1.7668,Acting
P-12044,Predrag Bjelac,Actor,0.3821,Acting
P-11291,Clémence Poésy,Actor,1.6348,Acting
P-11290,Stanislav Yanevski,Actor,0.3286,Acting
P-47468,Frances de la Tour,Actor,2.6012,Acting
P-81024,Roger Lloyd Pack,Actor,0.5643,Acting
P-513677,Henry Lloyd-Hughes,Actor,2.4434,Acting
P-11356,Imelda Staunton,Actor,1.2092,Acting
P-140367,Evanna Lynch,Actor,0.9,Acting
P-234933,Katie Leung,Actor,0.738,Acting
P-10127,Jon Voight,Actor,1.8568,Acting
P-7447,Alec Baldwin,Actor,2.0662,Acting
P-10128,William Lee Scott,Actor,0.6712,Acting
P-10129,Greg Zola,Actor,0.0925,Acting
P-10130,Catherine Kellner,Actor,0.1703,Acting
P-10132,Colm Feore,Actor,1.0652,Acting
P-31362,Ian Bohen,Actor,1.2561,Acting
P-51663,Sean Gunn,Actor,1.0812,Acting
P-1670,Daniel Mays,Actor,1.8337,Acting
P-74197,Jaymee Ong,Actor,1.1376,Acting
P-10206,Carrie Henn,Actor,1.2798,Acting
P-10207,William Hope,Actor,0.2859,Acting
P-10208,Al Matthews,Actor,0.1797,Acting
P-10212,Ricco Ross,Actor,0.3751,Acting
P-10209,Colette Hiller,Actor,0.3692,Acting
P-10210,Daniel Kash,Actor,0.3596,Acting
P-10211,Cynthia Dale Scott,Actor,0.3125,Acting
P-10213,Tip Tipping,Actor,0.4751,Acting
P-1340211,Trevor Steedman,Actor,0.4228,Acting
P-10182,Ving Rhames,Actor,3.2403,Acting
P-7036,Eric Stoltz,Actor,2.0893,Acting
P-3129,Tim Roth,Actor,1.9848,Acting
P-2319,Maria de Medeiros,Actor,0.5854,Acting
P-2165,Rosanna Arquette,Actor,1.5057,Acting
P-11803,Peter Greene,Actor,0.9085,Acting
P-11804,Duane Whitaker,Actor,0.2623,Acting
P-71836,Angela Jones,Actor,0.3012,Acting
P-11805,Frank Whaley,Actor,1.1603,Acting
P-10190,Jill St. John,Actor,0.6474,Acting
P-10074,Charles Gray,Actor,0.4659,Acting
P-10191,Lana Wood,Actor,0.5019,Acting
P-10192,Jimmy Dean,Actor,0.2194,Acting
P-3244,Bruce Cabot,Actor,0.3544,Acting
P-10193,Putter Smith,Actor,0.1534,Acting
P-10194,Bruce Glover,Actor,0.3041,Acting
P-10195,Norman Burton,Actor,0.2555,Acting
P-10196,Joseph Fürst,Actor,0.2822,Acting
P-9906,Desmond Llewelyn,Actor,0.3041,Acting
P-1221898,Leonard Barr,Actor,0.5372,Acting
P-228813,Margaret Lacey,Actor,0.0997,Acting
P-79358,Joe Robinson,Actor,0.0965,Acting
P-10341,Britt Ekland,Actor,1.1788,Acting
P-10342,Maud Adams,Actor,0.7077,Acting
P-10343,Hervé Villechaize,Actor,0.5469,Acting
P-10344,Richard Loo,Actor,0.2426,Acting
P-10345,Soon-Tek Oh,Actor,0.5761,Acting
P-3140,Marc Lawrence,Actor,0.3507,Acting
P-67882,Marne Maitland,Actor,0.2279,Acting
P-33109,James Cossins,Actor,0.0989,Acting
P-83676,Charlie Chan Yiu-Lam,Actor,0.2004,Acting
P-1215738,Carmen du Sautoy,Actor,0.1922,Acting
P-10297,Matthew McConaughey,Actor,2.965,Acting
P-148122,Geoffrey Blake,Actor,0.3305,Acting
P-94864,Max Martini,Actor,1.2263,Acting
P-92777,Tucker Smallwood,Actor,0.1375,Acting
P-20089,Jena Malone,Actor,1.9977,Acting
P-1638916,Sami Chester,Actor,0.1015,Acting
P-169643,Timothy McNeil,Actor,0.1949,Acting
P-163029,Haynes Brooke,Actor,1.107,Acting
P-4038,Susan Sarandon,Actor,2.2528,Acting
P-10360,Robert Prosky,Actor,0.7699,Acting
P-10361,Raymond J. Barry,Actor,0.4872,Acting
P-79732,Barton Heyman,Actor,0.8474,Acting
P-1183429,Steve Boles,Actor,0.0861,Acting
P-21152,Nesbitt Blaisdell,Actor,0.0838,Acting
P-10366,Ray Aranha,Actor,0.1266,Acting
P-19511,Larry Pine,Actor,0.2475,Acting
P-3171441,Gil Robbins,Actor,0.0143,Acting
P-17866,Jon Abrahams,Actor,1.1522,Acting
P-10379,Victor Slezak,Actor,0.2439,Acting
P-10380,Jim Haynie,Actor,0.4105,Acting
P-10381,Sarah Zahn,Actor,0.0536,Acting
P-10382,Christopher Kroon,Actor,0.084,Acting
P-10383,Phyllis Lyons,Actor,0.2637,Acting
P-10386,Debra Monk,Actor,0.3282,Acting
P-10388,Richard Lage,Actor,0.0168,Acting
P-10389,Michelle Benes,Actor,0.0941,Acting
P-1402769,Alison Wiegert,Actor,0.0264,Acting
P-3804787,Brandon Bobst,Actor,0.0143,Acting
P-1023359,Pearl Faessler,Actor,0.0143,Acting
P-3804793,R.E. 'Stick' Faessler,Actor,0.0214,Acting
P-3846698,Tania Burt,Actor,0.0143,Acting
P-10458,Barbara Bach,Actor,0.4062,Acting
P-10459,Curd Jürgens,Actor,0.6055,Acting
P-10460,Richard Kiel,Actor,0.926,Acting
P-10461,Caroline Munro,Actor,0.6477,Acting
P-6610,Walter Gotell,Actor,0.3804,Acting
P-10462,Geoffrey Keen,Actor,0.2183,Acting
P-10173,George Baker,Actor,0.2422,Acting
P-10463,Michael Billington,Actor,0.2002,Acting
P-10464,Olga Bisera,Actor,0.3997,Acting
P-10465,Edward de Souza,Actor,0.7276,Acting
P-95099,Valerie Leon,Actor,0.4967,Acting
P-10400,Barbra Streisand,Actor,0.4404,Acting
P-10401,Blythe Danner,Actor,0.9015,Acting
P-10399,Teri Polo,Actor,1.0511,Acting
P-1003453,Spencer Pickren,Actor,0.199,Acting
P-1003454,Bradley Pickren,Actor,0.0941,Acting
P-10402,Alanna Ubach,Actor,1.0375,Acting
P-52957,Ray Santiago,Actor,0.2609,Acting
P-10403,Shelley Berman,Actor,0.2343,Acting
P-149665,Kali Rocha,Actor,0.46,Acting
P-155393,Dorie Barton,Actor,0.4522,Acting
P-29795,Jack Plotnick,Actor,0.3132,Acting
P-10409,Shelley Duvall,Actor,0.7282,Acting
P-10410,Danny Lloyd,Actor,1.6821,Acting
P-10411,Barry Nelson,Actor,0.2823,Acting
